comment,violence_score,violence_type,reason,confidence,needs_review,raw_content,source_file,created_at,raw_response
这都不离这脑袋咋想的,0.6,harassment,使用带有侮辱性的语言，虽然没有直接威胁，但带有攻击性，可能构成网络暴力。,0.9,False,这都不离[允悲]这脑袋咋想的[喵喵],processed_comments_weibo_4000.csv,2021-11-22 20:46:12+08:00,
看了都生气，坚决不能结婚,0.6,harassment,虽然没有直接的侮辱性词语，但表达了强烈的负面情绪和对他人选择的否定，带有一定的贬低和排斥意味，属于网络暴力的一种形式。,0.9,False,看了都生气，坚决不能结婚,processed_comments_weibo_4000.csv,2025-03-26 13:46:14+08:00,
赶紧离了呗，女人离开男人还活不了了,0.8,harassment,评论使用带有侮辱性和贬损性的语言，带有强烈的攻击性，带有威胁意味，表达了对女性的不尊重和否定。,0.9,False,赶紧离了呗，女人离开男人还活不了了[喵喵],processed_comments_weibo_4000.csv,2021-02-23 19:36:00+08:00,
醋缸小宝贝下午好啊！周三愉快,0.3,无,评论内容使用'醋缸小宝贝'这种戏谑性的称呼，虽然可能带有轻微的贬义，但没有明显的侮辱、威胁、歧视或煽动性内容。 评分较低，因为其主要目的是表达问候。,0.9,False,醋缸小宝贝下午好啊！[送花花]周三愉快,processed_comments_weibo_4000.csv,2021-02-23 19:36:00+08:00,
这个男人真是懒了,0.3,harassment,虽然评论使用了'懒'这个词，但其本身并不构成直接的攻击或威胁，属于轻微的侮辱性评价。,0.9,False,这个男人真是懒了[喵喵],processed_comments_weibo_4000.csv,2025-03-26 13:44:59+08:00,
怎么会有这样的人啊,0.6,harassment,虽然没有直接的威胁或攻击性言论，但'怎么会有这样的人啊'这句话隐含着对特定人群的否定和贬低，具有潜在的侮辱性，属于网络暴力的一种形式。,0.9,False,怎么会有这样的人啊,processed_comments_weibo_4000.csv,2020-01-11 17:06:44+08:00,
还有这样的人啊,0.6,harassment,评论使用'还有这样的人啊'，带有指责和贬低意味，可能构成网络暴力，带有潜在的侮辱性暗示。,0.9,False,还有这样的人啊,processed_comments_weibo_4000.csv,2025-03-26 13:44:48+08:00,
晚上好哦 早点休息吧宝 @Angel浴缸!,0.6,harassment,使用'宝'作为昵称，带有轻微贬义，可能构成网络暴力。虽然没有直接的威胁或攻击性言论，但其使用方式可能具有侮辱性。,0.9,False,晚上好哦 早点休息吧宝 @Angel浴缸!,processed_comments_weibo_4000.csv,2020-01-11 17:06:44+08:00,
喜欢花 喜欢海 更喜欢你 下午好 @Angel浴缸!,0.6,harassment,虽然评论内容较为轻微，但使用'更喜欢你'带有强烈的个人偏好表达，可能被解读为带有暗示或挑逗意味，属于轻微的骚扰。,0.9,False,喜欢花 喜欢海 更喜欢你 下午好 @Angel浴缸!,processed_comments_weibo_4000.csv,2025-03-26 13:44:23+08:00,
很不错的博文 感谢分享哦 @Angel浴缸!,0.3,无,评论仅表达感谢，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,很不错的博文 感谢分享哦 @Angel浴缸!,processed_comments_weibo_4000.csv,2020-01-01 10:05:33+08:00,
有这种男人,0.6,harassment,使用'有这种男人'这种概括性且带有贬义的说法，可能构成侮辱和歧视，带有潜在的攻击性。,0.9,False,有这种男人[doge],processed_comments_weibo_4000.csv,2020-01-01 10:05:33+08:00,
还不离,0.8,harassment,‘还不离’ 是一种带有强烈贬义和嘲讽意味的口头表达，常用于指责他人行为不端或持续犯错，具有侮辱性和攻击性，属于网络暴力中的侮辱性言论。,0.9,False,还不离,processed_comments_weibo_4000.csv,2025-03-26 13:43:19+08:00,
这位女子到底图啥啊,0.6,harassment,评论使用带有侮辱性的疑问句，带有攻击性和贬低意味，可能构成网络暴力。,0.9,False,这位女子到底图啥啊,processed_comments_weibo_4000.csv,2020-01-01 10:05:33+08:00,
这男人怎么这样啊,0.3,无,评论仅表达了对某人的不解或不满，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,这男人怎么这样啊,processed_comments_weibo_4000.csv,2025-03-26 13:47:59+08:00,
确实是这样的,0.1,无,评论仅表示同意，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,确实是这样的,processed_comments_weibo_4000.csv,2025-03-26 19:43:56+08:00,
确实是说的没错呀,0.3,harassment,虽然评论看似只是对对方观点表示不同意，但'确实是说的没错呀'这句话带有轻微的否定和嘲讽意味，可能被对方解读为侮辱或贬低，具有潜在的攻击性。,0.9,False,确实是说的没错呀,processed_comments_weibo_4000.csv,2014-10-11 21:18:01+08:00,
就是就是啊,0.3,无,评论内容过于简单，没有明显的侮辱、威胁、歧视或煽动性言论。,0.9,False,就是就是啊,processed_comments_weibo_4000.csv,2025-03-26 18:41:10+08:00,
太没有良心了,0.6,harassment,虽然没有直接威胁或歧视，但'太没有良心了'带有明显的侮辱性，属于网络暴力的一种形式。,0.9,False,太没有良心了[泪],processed_comments_weibo_4000.csv,2019-08-26 12:03:41+08:00,
就是，这都不离,0.6,harassment,评论使用'就是，这都不离'，带有贬义和指责意味，可能构成网络暴力中的侮辱和贬低。,0.9,False,就是，这都不离[允悲],processed_comments_weibo_4000.csv,2025-03-26 15:50:04+08:00,
确实是这样太真实了,0.2,无,评论仅表达了对某事物的认同，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,确实是这样太真实了,processed_comments_weibo_4000.csv,2019-08-26 12:03:41+08:00,
改错:钢筋混凝土！着急没检查里发了,0.2,无,评论仅表达了对信息错误的纠正，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,改错:钢筋混凝土！着急没检查里发了,processed_comments_weibo_4000.csv,2025-03-26 22:45:35+08:00,
#女子靠4000工资养家盼丈夫共同承担#\n月入4000支撑两个人的生活！\n取取经，我一个人都不够用的。 http:\/\/t.cn\/A6BrJFQ3 ​​​,0.6,harassment,虽然没有直接的威胁或攻击性言论，但“取取经，我一个人都不够用的”这句话带有明显的指责和贬低，带有轻微的侮辱性意味，暗示对家庭经济状况的负面评价，属于对家庭成员的轻微指责和压力，可能导致精神压力。,0.9,False,#女子靠4000工资养家盼丈夫共同承担#\n[傻眼]月入4000支撑两个人的生活！\n取取经，我一个人都不够用的。 http:\/\/t.cn\/A6BrJFQ3 ​​​,processed_comments_weibo_4000.csv,2025-03-26 13:17:23+08:00,
意思是她除了工作还要做家务？,0.6,harassment,虽然没有直接的威胁或攻击性词语，但评论隐含了对女性的负面评价和指责，带有贬低和羞辱的意味，属于网络暴力的一种形式。,0.9,False,意思是她除了工作还要做家务？,processed_comments_weibo_4000.csv,2019-06-29 21:30:11+08:00,
感觉真不容易啊,0.3,无,评论仅表达一种感受，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,感觉真不容易啊,processed_comments_weibo_4000.csv,2025-03-26 13:31:52+08:00,
这也太辛苦了吧,0.3,无,评论仅表达了对工作辛苦的感受，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,这也太辛苦了吧,processed_comments_weibo_4000.csv,2015-07-19 16:43:30+08:00,
了解了解,0.8,harassment,‘了解了解’ 是一种重复的、具有挑衅性和侮辱性的表达，常用于网络攻击中，旨在激怒或骚扰目标。,0.9,False,了解了解,processed_comments_weibo_4000.csv,2025-03-26 13:37:30+08:00,
我也，根本不够啊,0.6,harassment,虽然评论内容简单，但'根本不够啊'可能带有贬低或否定他人表现的含义，在特定语境下可能构成网络暴力，属于轻微的侮辱性言论。,0.9,False,我也，根本不够啊,processed_comments_weibo_4000.csv,2021-12-08 21:31:22+08:00,
这真的好辛苦啊,0.3,无,评论仅表达了对辛苦的同情，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,这真的好辛苦啊,processed_comments_weibo_4000.csv,2018-09-02 06:31:37+08:00,
是有什么把柄在他手上吗,0.6,harassment,"该评论使用带有质疑意味的语言 (""有什么把柄"")，可能带有贬低和攻击性，具有潜在的侮辱性。",0.9,False,是有什么把柄在他手上吗,processed_comments_weibo_4000.csv,2025-03-26 17:35:00+08:00,
确实不容易,0.2,无,评论仅表达一种感受，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,确实不容易,processed_comments_weibo_4000.csv,2021-10-02 14:12:21+08:00,
不离婚留着过年吗,0.8,harassment,评论使用带有侮辱性和贬义的语言，带有强烈的攻击性，试图贬低对方，构成网络暴力。,0.9,False,不离婚留着过年吗,processed_comments_weibo_4000.csv,2025-03-26 14:30:50+08:00,
还以为是全包家务呢,0.6,harassment,该评论带有轻微的嘲讽和贬低意味，暗示对方不认真履行家务，属于侮辱性言论。,0.9,False,还以为是全包家务呢,processed_comments_weibo_4000.csv,2013-01-11 22:47:09+08:00,
太厉害了,0.2,无,评论仅包含积极评价，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,太厉害了,processed_comments_weibo_4000.csv,2025-03-26 13:54:38+08:00,
真的很难坚持,0.3,无,评论仅表达了个人感受，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,真的很难坚持[衰],processed_comments_weibo_4000.csv,2021-05-22 22:48:07+08:00,
真的好辛苦啊,0.3,无,这句话表达了对他人辛苦的同情，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,真的好辛苦啊[送花花],processed_comments_weibo_4000.csv,2025-03-26 13:39:52+08:00,
好辛苦啊,0.3,无,这句话表达了对他人辛苦的同情，虽然可能在特定语境下带有负面含义，但本身不包含侮辱、威胁、歧视等暴力内容。,0.9,False,好辛苦啊,processed_comments_weibo_4000.csv,2020-03-24 12:13:53+08:00,
不够用啊,0.6,harassment,虽然是简单的回复，但'不够用'带有贬低对方商品或服务的含义，可以被视为一种轻微的侮辱或贬低。,0.9,False,不够用啊,processed_comments_weibo_4000.csv,2019-09-04 15:36:27+08:00,
神啊这种人要来干嘛,0.8,harassment,使用'这种人'等带有贬义的词语，带有明显的侮辱和攻击性，构成网络暴力。,0.9,False,神啊这种人要来干嘛,processed_comments_weibo_4000.csv,2025-03-26 13:21:08+08:00,
貧賤夫妻百事哀……,0.8,harassment,评论引用了‘貧賤夫妻百事哀’，这句话本身带有强烈的贬低和歧视女性的意味，具有侮辱性，属于网络暴力。,0.9,False,貧賤夫妻百事哀……,processed_comments_weibo_4000.csv,2017-02-05 20:15:57+08:00,
要脸不,0.6,harassment,该评论使用'要脸不'，带有贬义和嘲讽意味，可能构成网络暴力中的侮辱性言论。,0.9,False,要脸不,processed_comments_weibo_4000.csv,2025-03-26 13:48:25+08:00,
现实生活中，女的也挣钱啊,0.3,无,该评论虽然可能在特定语境下被解读为对女性的贬低，但其本身并未包含直接的侮辱、威胁、歧视或煽动性言论。它更像是一种反驳不公平待遇的陈述，而非恶意攻击。,0.9,False,现实生活中，女的也挣钱啊[笑cry],processed_comments_weibo_4000.csv,2025-03-26 13:07:32+08:00,
女的挣钱是应该的，凭什么不挣钱？,0.6,harassment,虽然没有直接威胁或歧视，但这句话带有贬低女性挣钱行为的意味，可以被视为一种轻微的侮辱和贬低，具有潜在的骚扰性质。,0.9,False,女的挣钱是应该的，凭什么不挣钱？,processed_comments_weibo_4000.csv,2025-03-26 13:09:08+08:00,
回复@老史提芬周:我觉得现在不结婚的人这么多，就是因为女的觉得男的做得了的事自己也能做（比如上班赚钱)，男的做不了的事（生小孩和一般家庭男的做家务少）自己也能做，就不结婚了呗。,0.7,harassment,该评论包含对女性的贬低性描述，将女性的职业选择和家庭责任归咎于其不结婚的原因，带有明显的性别歧视和侮辱性言论。,0.9,False,回复@老史提芬周:我觉得现在不结婚的人这么多，就是因为女的觉得男的做得了的事自己也能做（比如上班赚钱)，男的做不了的事（生小孩和一般家庭男的做家务少）自己也能做，就不结婚了呗。,processed_comments_weibo_4000.csv,2025-03-26 14:38:15+08:00,
不过是全职主妇和全职煮夫罢了。,0.6,harassment,该评论使用贬损性的语言（'全职主妇和全职煮夫'）来贬低对方，带有侮辱性意味，属于网络暴力的一种形式。,0.9,False,不过是全职主妇和全职煮夫罢了。,processed_comments_weibo_4000.csv,2025-03-26 18:57:04+08:00,
都这样，不离婚，还坚持了十年，也是该,0.7,harassment,评论包含对他人婚姻选择的负面评价和暗示，带有贬低和侮辱性意味，构成网络暴力。,0.9,False,都这样，不离婚，还坚持了十年，也是该,processed_comments_weibo_4000.csv,2025-03-26 18:49:04+08:00,
跟我爸一样，我爸更胜一筹，连家务都懒得分担，我从小就把他当成负面典型。,0.6,harassment,虽然没有直接威胁或歧视，但将他人“当成负面典型”带有贬低和侮辱意味，属于网络暴力的一种形式。,0.9,False,跟我爸一样，我爸更胜一筹，连家务都懒得分担，我从小就把他当成负面典型。,processed_comments_weibo_4000.csv,2025-03-26 18:25:54+08:00,
跟我妹夫一模一样，叫他去上班，他嫌工资低。上个个把月就不干了，一天天就在家里待着或者拿根鱼竿就去钓鱼，已经三四年没有好好的上过班了。真的是无语死了。,0.6,harassment,虽然没有直接威胁或侮辱，但评论中对“嫌工资低”、“一天天就在家里待着”等描述带有贬低和轻蔑的意味，构成一种带有攻击性的言论，属于网络暴力的一种形式。,0.9,False,跟我妹夫一模一样，叫他去上班，他嫌工资低。上个个把月就不干了，一天天就在家里待着或者拿根鱼竿就去钓鱼，已经三四年没有好好的上过班了。真的是无语死了。,processed_comments_weibo_4000.csv,2025-03-26 18:22:12+08:00,
我姐夫更离谱，结婚生娃后就不上班了，靠我姐赚钱养家，家里还两个孩子要养。后来打听清楚才知道结婚前那男的也从没上过班，为了娶老婆所以才上了几年班，老婆娶到孩子生了就继续摆烂了。,0.6,harassment,评论通过描述他人生活方式和背景，带有轻微的指责和贬低意味，虽然没有直接的威胁或侮辱，但带有一定的羞辱性，属于网络暴力的一种形式。,0.9,False,我姐夫更离谱，结婚生娃后就不上班了，靠我姐赚钱养家，家里还两个孩子要养。后来打听清楚才知道结婚前那男的也从没上过班，为了娶老婆所以才上了几年班，老婆娶到孩子生了就继续摆烂了。,processed_comments_weibo_4000.csv,2025-03-26 18:22:10+08:00,
这种人就是懒，没有责任担当,0.6,harassment,该评论使用'懒'和'没有责任担当'等带有贬义的词语，带有侮辱性，属于网络暴力的一种形式。,0.9,False,这种人就是懒，没有责任担当,processed_comments_weibo_4000.csv,2025-03-26 18:22:09+08:00,
这是真正的过日子的夫妻，和动不动就离婚的人比，是伟大的婚姻。,0.6,harassment,虽然没有直接威胁或歧视，但使用'动不动就离婚的人'进行比较，带有贬低和嘲讽意味，构成一种带有攻击性的言论。,0.9,False,这是真正的过日子的夫妻，和动不动就离婚的人比，是伟大的婚姻。,processed_comments_weibo_4000.csv,2025-03-26 18:54:01+08:00,
有的人活着但已经死了,0.8,harassment,这句话使用‘死了’这个词，带有侮辱性和攻击性，暗示对方已经没有价值，属于网络暴力中的侮辱性言论。,0.9,False,有的人活着但已经死了[生病],processed_comments_weibo_4000.csv,2025-03-26 13:19:37+08:00,
一个家庭，本身就需要两个人来经营,0.6,harassment,虽然没有直接的威胁或攻击性词语，但这句话隐含着对个人选择和生活方式的否定和轻蔑，带有侮辱性意味，可能造成精神伤害。,0.9,False,一个家庭，本身就需要两个人来经营,processed_comments_weibo_4000.csv,2025-03-26 13:00:37+08:00,
也让大家都有不同的感受呀,0.3,无,评论内容较为中性，表达了不同感受，不包含任何侮辱、威胁、歧视或煽动性言论。,0.9,False,也让大家都有不同的感受呀,processed_comments_weibo_4000.csv,2025-03-26 13:00:24+08:00,
要学会用欣赏的眼光发现对方的好,0.3,无,该评论表达的是一种积极的建议，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,要学会用欣赏的眼光发现对方的好,processed_comments_weibo_4000.csv,2025-03-26 13:01:33+08:00,
闭目细品，如茶如诗，沙塔之喻恰映心灯。愿每位朋友都能领悟其中真谛，共筑爱之长河,0.1,无,评论内容表达了积极的祝福和美好愿景，没有任何侮辱、威胁、歧视或煽动性言论。,0.95,False,闭目细品，如茶如诗，沙塔之喻恰映心灯。愿每位朋友都能领悟其中真谛，共筑爱之长河,processed_comments_weibo_4000.csv,2025-03-26 13:10:21+08:00,
希望大家的婚姻都能够和和美美,0.3,无,该评论表达了对婚姻美好祝愿，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,希望大家的婚姻都能够和和美美,processed_comments_weibo_4000.csv,2025-03-26 13:00:59+08:00,
这些说的也都是很有哲理,0.3,无,评论内容仅表达了对某人言论的赞同，不包含任何侮辱、威胁、歧视或煽动性言论。,0.9,False,这些说的也都是很有哲理,processed_comments_weibo_4000.csv,2025-03-26 13:00:46+08:00,
说的有道理的,0.2,无,该评论仅表达了赞同，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,说的有道理的,processed_comments_weibo_4000.csv,2025-03-26 13:00:39+08:00,
白首如新，倾盖如故，婚姻正如沙塔需以包容为砥柱，以珍视为檐铃。感谢博友共鸣，愿我们皆能闭目闻得岁月沉香，共勉，松籽们,0.6,harassment,虽然没有直接的威胁或攻击性言论，但使用'松籽们'这种带有贬义色彩的称呼，可能带有轻微的侮辱和排斥意味，属于网络暴力的一种形式。,0.9,False,白首如新，倾盖如故，婚姻正如沙塔需以包容为砥柱，以珍视为檐铃。感谢博友共鸣，愿我们皆能闭目闻得岁月沉香，共勉，松籽们,processed_comments_weibo_4000.csv,2025-03-26 13:01:06+08:00,
哈！这个配图！蛮有深意！,0.3,无,评论内容仅表达了对配图的看法，没有明显的侮辱、威胁、歧视或煽动性言论。,0.9,False,哈！这个配图！蛮有深意！,processed_comments_weibo_4000.csv,2025-03-26 15:49:06+08:00,
美好的婚姻是所有人都急需的呀。,0.2,无,评论表达了对美好婚姻的期盼，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,美好的婚姻是所有人都急需的呀。,processed_comments_weibo_4000.csv,2025-03-26 13:01:18+08:00,
不管怎么样，还是希望我们能够找到好的婚姻吧,0.3,无,该评论表达了对婚姻的希望，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,不管怎么样，还是希望我们能够找到好的婚姻吧,processed_comments_weibo_4000.csv,2025-03-26 13:01:00+08:00,
真是,0.8,harassment,评论内容“真是”本身没有明确的攻击性，但其空洞的表达可能被解读为一种轻蔑或侮辱，具有潜在的攻击性，因此给予较高的暴力程度评分。,0.9,False,真是,processed_comments_weibo_4000.csv,2025-03-26 23:19:04+08:00,
这点钱能干啥啊两张票就没了,0.6,harassment,虽然没有直接的威胁或攻击性言论，但‘这点钱能干啥啊两张票就没了’这句话带有贬低和轻蔑的意味，可能被解读为对他人购买行为的嘲讽和否定，属于轻微的侮辱性言论。,0.9,False,这点钱能干啥啊[哇]两张票就没了,processed_comments_weibo_4000.csv,2025-03-27 08:35:32+08:00,
狠狠同意,0.8,harassment,‘狠狠同意’ 带有强烈的命令和威胁意味，属于侮辱性言论，具有攻击性和排斥性，构成网络暴力。,0.9,False,狠狠同意,processed_comments_weibo_4000.csv,2025-03-26 21:32:22+08:00,
这很惨了,0.6,harassment,虽然评论本身没有直接的攻击性词语，但“这很惨了”可能暗示对某人或某事的不利评价，带有轻微的负面情绪和潜在的指责意味，属于网络暴力的一种形式。,0.9,False,这很惨了[淡淡的],processed_comments_weibo_4000.csv,2025-03-26 21:41:58+08:00,
我也是≥﹏≤,0.6,harassment,使用‘≥﹏≤’表情，通常表达悲伤、委屈等情绪，在网络语境下可能被用于嘲讽、贬低他人，具有轻微的侮辱性意味。,0.9,False,我也是≥﹏≤,processed_comments_weibo_4000.csv,2025-03-26 17:51:49+08:00,
就是这样,0.3,无,评论内容过于简短，仅为'就是这样'，缺乏任何攻击性或侮辱性内容，不构成网络暴力。,0.9,False,就是这样[跪了],processed_comments_weibo_4000.csv,2025-03-26 21:41:49+08:00,
对啊。。,0.3,无,评论仅为'对啊。。'，表达了同意之意，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,对啊。。,processed_comments_weibo_4000.csv,2025-03-26 20:43:33+08:00,
不是 6000 疯啦！！！,0.8,harassment,使用'疯啦'等侮辱性词汇，带有攻击性，具有贬低他人尊严的意味。,0.9,False,不是  6000   疯啦！！！,processed_comments_weibo_4000.csv,2025-03-26 18:36:08+08:00,
住校,0.3,无,评论内容仅为'住校'，没有任何侮辱、威胁、歧视或煽动性言论。,0.9,False,住校[666],processed_comments_weibo_4000.csv,2025-03-26 18:36:43+08:00,
回复@i檀祎次恋爱叭_:,0.8,harassment,评论内容包含'@'符号，暗示是对特定用户的侮辱性回复，具有攻击性。,0.9,False,回复@i檀祎次恋爱叭_:[good][good][good],processed_comments_weibo_4000.csv,2025-03-26 18:37:14+08:00,
用善良的心去对待世界，用阳光的态度去拥抱生活，美好就会与你不期而遇。善良是心中的暖阳，能驱散阴霾，带来无尽的温暖与力量。,0.2,无,评论内容积极向上，没有包含任何侮辱、威胁、歧视或煽动等有害内容。,0.95,False,用善良的心去对待世界，用阳光的态度去拥抱生活，美好就会与你不期而遇。善良是心中的暖阳，能驱散阴霾，带来无尽的温暖与力量。,processed_comments_weibo_4000.csv,2025-03-26 20:29:42+08:00,
不能接受失败，也意味太想去成功了，从心理学上解释，人的期望值越大，心理承受力就会越小，就越经受不住失败的打击， 也就越容易失败，还不如怀揣一颗平常心， “但行好事，莫问前程”，往往成功的几率反而更大些,0.6,harassment,虽然没有直接的侮辱或威胁，但评论隐含地指责他人‘太想去成功’，带有轻微的否定和贬低意味，可能导致受害者产生负面情绪和压力，属于一种心理上的‘骚扰’。,0.9,False,不能接受失败，也意味太想去成功了，从心理学上解释，人的期望值越大，心理承受力就会越小，就越经受不住失败的打击， 也就越容易失败，还不如怀揣一颗平常心， “但行好事，莫问前程”，往往成功的几率反而更大些,processed_comments_weibo_4000.csv,2025-03-26 18:44:02+08:00,
平凡铸就伟大，英雄来自人民。每一份伟大的成就，无不立足于平凡的岗位和工作；每一段不凡的人生，无不依托于平凡的日积月累。,0.2,无,评论内容表达了对平凡的肯定和对英雄的赞扬，没有包含任何侮辱、威胁、歧视或煽动性言论。,0.95,False,平凡铸就伟大，英雄来自人民。每一份伟大的成就，无不立足于平凡的岗位和工作；每一段不凡的人生，无不依托于平凡的日积月累。,processed_comments_weibo_4000.csv,2025-03-26 18:28:03+08:00,
路在脚下，心系远方。敢于筑梦、勇于追梦、勤于圆梦，做有志气、有骨气、有底气的航天青年，这是我们不变的初心，也是不懈的追求。,0.1,无,评论内容表达了积极的价值观和对航天青年精神的赞扬，没有任何侮辱、威胁、歧视或煽动性言论。,0.95,False,路在脚下，心系远方。敢于筑梦、勇于追梦、勤于圆梦，做有志气、有骨气、有底气的航天青年，这是我们不变的初心，也是不懈的追求。,processed_comments_weibo_4000.csv,2025-03-26 16:05:58+08:00,
当原则遇上心动，就会不停的破例，就像我遇到了你@任嘉伦Allen,0.6,harassment,使用'@'符号指向特定人，带有贬义色彩的评论，可能构成网络暴力。,0.9,False,当原则遇上心动，就会不停的破例，就像我遇到了你@任嘉伦Allen,processed_comments_weibo_4000.csv,2025-03-26 12:39:24+08:00,
玲珑骰子安红豆，入骨相思君知否@任嘉伦Allen,0.6,harassment,虽然评论本身没有直接的侮辱或威胁，但使用‘相思’等词语，在特定语境下可能被解读为一种带有侵略性和强求意味的‘骚扰’，带有一定的暗示性，因此判定为轻微的骚扰行为。,0.9,False,玲珑骰子安红豆，入骨相思君知否@任嘉伦Allen,processed_comments_weibo_4000.csv,2025-03-26 12:45:32+08:00,
流水迢迢卫昭的家国大义又一次让万众为之泪洒！,0.3,无,评论表达了对某人行为的赞赏，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,流水迢迢卫昭的家国大义又一次让万众为之泪洒！,processed_comments_weibo_4000.csv,2025-03-26 17:17:38+08:00,
这种不离等着干嘛,0.6,harassment,使用'等着干嘛'带有贬义和指责意味，带有轻微的侮辱和威胁意味，暗示对方行为不妥。,0.9,False,这种不离等着干嘛[允悲],processed_comments_weibo_4000.csv,2025-03-26 15:38:44+08:00,
就是的,0.3,无,该评论仅为“是的”的回复，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,就是的[哆啦A梦害怕][哆啦A梦害怕],processed_comments_weibo_4000.csv,2025-03-26 17:29:43+08:00,
#女子靠4000工资养家盼丈夫共同承担#这种男的可真享福，结婚前父母养，结婚后老婆养，以后老了子女养，养这种游手好闲好吃懒惰的男人干嘛，为什么不离婚啊，还留着干嘛 ​​​,0.8,harassment,评论中使用了‘游手好闲好吃懒惰’等带有侮辱性和贬义的词语，并表达了对男性的负面评价和不满，带有明显的攻击性。,0.9,False,#女子靠4000工资养家盼丈夫共同承担#这种男的可真享福，结婚前父母养，结婚后老婆养，以后老了子女养，养这种游手好闲好吃懒惰的男人干嘛，为什么不离婚啊，还留着干嘛[疑问][疑问][疑问] ​​​,processed_comments_weibo_4000.csv,2025-03-26 13:44:28+08:00,
太离谱了这种男的赶紧滚蛋,0.8,harassment,评论使用'赶紧滚蛋'等带有侮辱性和排斥性的语言，带有明显的贬低和攻击性，构成网络暴力。,0.9,False,太离谱了这种男的赶紧滚蛋[兔子],processed_comments_weibo_4000.csv,2019-07-26 18:02:28+08:00,
说的没错,0.2,无,该评论仅包含“说的没错”，表达了同意的观点，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,说的没错,processed_comments_weibo_4000.csv,2025-03-26 13:52:33+08:00,
回复@美君有点肥_:,0.8,harassment,评论包含'@美君'的用户名，并带有'_'，暗示带有侮辱性内容，构成网络暴力。,0.9,False,回复@美君有点肥_:[揣手][揣手][揣手][揣手][揣手],processed_comments_weibo_4000.csv,2025-03-26 13:53:11+08:00,
回复@哥哥轻一点i:宝宝哈哈哈哈哈哈,0.6,harassment,使用'哈哈哈哈哈哈'重复嘲笑对方，带有轻蔑和侮辱意味，属于网络暴力中的嘲讽和贬低。,0.9,False,回复@哥哥轻一点i:宝宝哈哈哈哈哈哈,processed_comments_weibo_4000.csv,2019-07-26 18:02:28+08:00,
这种男人真的是,0.8,harassment,评论内容“这种男人真的是” 具有明显的贬义和侮辱性，暗示对某人的负面评价，属于网络暴力中的侮辱行为。,0.9,False,这种男人真的是,processed_comments_weibo_4000.csv,2015-02-13 16:47:33+08:00,
赶紧离,0.8,harassment,‘赶紧离’ 是一种直接的侮辱和威胁性言论，带有强烈的攻击性，属于网络暴力。,0.9,False,赶紧离,processed_comments_weibo_4000.csv,2025-03-26 13:53:57+08:00,
赶紧甩了吧,0.8,harassment,使用带有侮辱性和威胁意味的语言，表达对他人不希望继续存在的意思。,0.9,False,赶紧甩了吧,processed_comments_weibo_4000.csv,2025-03-26 13:53:41+08:00,
真的恶心,0.6,harassment,虽然没有直接攻击特定个人，但'真的恶心'带有强烈的负面情绪表达，可能被解读为对某人或某事的不满和否定，具有潜在的侮辱性，属于网络暴力的一种形式。,0.9,False,真的恶心,processed_comments_weibo_4000.csv,2017-09-29 15:05:53+08:00,
没错啊,0.2,无,评论仅包含'没错啊'，表达了同意，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,没错啊,processed_comments_weibo_4000.csv,2025-03-26 13:50:10+08:00,
支持离婚,0.3,无,评论仅表达支持离婚的观点，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,支持离婚[哪吒嘟嘴],processed_comments_weibo_4000.csv,2025-03-26 13:49:34+08:00,
支持,0.3,无,评论仅包含'支持'，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,支持,processed_comments_weibo_4000.csv,2018-10-07 22:41:32+08:00,
别留着了,0.6,harassment,虽然没有直接威胁，但'别留着了'带有贬低和否定对方存在价值的含义，属于侮辱性言论，具有潜在的骚扰意味。,0.9,False,别留着了[微笑],processed_comments_weibo_4000.csv,2018-12-20 12:54:46+08:00,
赶紧丢了,0.8,threat,使用'赶紧丢了'表达了对目标的不利意愿，带有威胁意味。,0.9,False,赶紧丢了[微笑],processed_comments_weibo_4000.csv,2025-03-26 13:45:20+08:00,
